catalogId|class|level|candidate|name|branchKey|action|flow|impactStyle|path|growthBand|tierVariant|primaryResolverKey|choreographyKey|identitySchema|identityId|grammarId|growthStage|hitBand|perceptualSignature|roleGrammar|element|hitWeights|hitTimings|presentationHitTimings|presentationGroups|primaryAsset|primaryAssets|secondaryAsset|impactAssets|debrisAssets|residualAsset|finisherRingAsset|finisherEchoAsset|legacyRecipe|normalRoleCount|normalPeakConcurrent|minimumPeakConcurrent|reducedMaxConcurrent
ranger_t20_c05|RANGER|100|4|성운 가르기|AUTHORED_CLASS:RANGER:CONVERGE|PIERCE|OUTSIDE_IN|POINT|CONVERGE|4|3|ranger:c5:b5|ranger:c5:b5|2|v2:3002c345cc8e5b8b|G13_PIERCE_OUTSIDE_IN|HIGH|SINGLE|G13_PIERCE_OUTSIDE_IN:HIGH:SINGLE~ANTICIPATION:0:6:-3:-2:-1:34:34:-2:1:1~PRIMARY:1:6:0:0:-1:37:34:-1:1:1~CONTACT:1:2:-3:0:0:37:35:0:1:1~DEBRIS:1:6:1:0:-1:36:34:-2:1:1~RESIDUAL:1:5:4:0:-1:36:34:0:-1:1~FINISHER_RING:0:4:1:-2:1:34:37:1:1:1~FINISHER_ECHO:0:0:2:-1:-1:35:34:-2:1:1~WARRIOR_ACCENT:2:5:-4:0:-1:36:34:-2:-1:1|ANTICIPATION,0,6,-21,0.96000004,-0.031999998,-0.017,1.0335,1.0335,-9.0,1.0,1.0,,1,0,LEADING_EDGE;PRIMARY,1,6,-2,1.04,-0.0020000003,-0.017,1.1129999,1.0335,-6.0,1.0,1.04,,1,2,TARGET;CONTACT,1,2,-19,0.96000004,0.0050399993,-0.0054400004,1.1129999,1.06,0.96000004,1.0,1.0,,1,4,TARGET;DEBRIS,1,6,11,1.0,-0.00804,-0.015559999,1.0864999,1.0335,-8.46,1.0,1.0,,1,5,TRAILING_EDGE;RESIDUAL,1,5,24,1.08,-0.00804,-0.024559999,1.0864999,1.007,-2.46,-1.0,0.92,,1,1,GROUND;FINISHER_RING,0,4,6,0.92,-0.03496,0.012559999,1.007,1.1129999,3.96,1.0,0.96000004,,1,6,ORBIT;FINISHER_ECHO,0,0,14,1.0,-0.01496,-0.02344,1.06,1.007,-11.04,1.0,1.04,,1,7,ORBIT;WARRIOR_ACCENT,2,5,-26,0.96000004,-0.00804,-0.024559999,1.0864999,1.007,-8.46,-1.0,0.96000004,,1,3,TARGET|COSMIC|100|560|560|560:0:100|2131034437|2131034437,2131034438|2131034329|2131034568,2131034568,2131034568|2131034530,2131034530,2131034530|2131034326||2131034531||6|4|3|1
mage_t01_c01|MAGE|5|0|불씨 화살|AUTHORED_CLASS:MAGE:RUPTURE|SHOT|OUTSIDE_IN|POINT|RUPTURE|0|0|mage:c1:b1|mage:c1:b1|2|v2:3cfd166b43e19385|G14_SHOT_OUTSIDE_IN|LOW|DOUBLE|G14_SHOT_OUTSIDE_IN:LOW:DOUBLE~ANTICIPATION:1:5:-5:0:-1:30:30:2:-1:2~PRIMARY:0:0:-2:2:-1:32:30:3:1:2~CONTACT:2:6:2:2:-1:33:31:0:1:2~DEBRIS:2:6:4:0:-1:30:31:2:1:2~RESIDUAL:0:1:3:1:-1:32:31:1:-1:2~FINISHER_RING:0:4:4:2:1:33:33:-1:1:2~FINISHER_ECHO:1:2:3:1:0:31:31:2:1:2~WARRIOR_ACCENT:2:2:0:1:0:31:31:2:1:2|ANTICIPATION,1,5,-30,0.96000004,0.0040000007,-0.024,0.893,0.893,10.0,-1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,0,0,-12,1.0,0.034,-0.024,0.96349996,0.893,13.0,1.0,1.0,,2,2,TARGET;CONTACT,2,6,16,1.08,0.03632,-0.013079999,0.9869999,0.9165,-0.27999997,1.0,0.92,,2,4,TARGET;DEBRIS,2,6,25,1.08,-3.199987E-4,-0.01392,0.893,0.9165,9.28,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,0,1,18,0.96000004,0.02968,-0.01392,0.96349996,0.9165,3.28,-1.0,0.96000004,,2,1,GROUND;FINISHER_RING,0,4,26,1.0,0.03632,0.01392,0.9869999,0.9869999,-6.2799997,1.0,1.0,,2,6,ORBIT;FINISHER_ECHO,1,2,22,1.04,0.01632,-0.00408,0.94,0.94,8.72,1.0,1.04,,2,7,ORBIT;WARRIOR_ACCENT,2,2,0,0.92,0.01968,-0.00492,0.94,0.94,9.28,1.0,0.96000004,,2,3,TARGET|FIRE|48,52|240,680|240,680|240:0:48;680:1:52|2131034386|2131034385,2131034386|2131034307|2131034506,2131034506,2131034506|2131034507,2131034507,2131034507|||||4|3|3|1
mage_t02_c02|MAGE|10|1|얼음 창|AUTHORED_CLASS:MAGE:CROSS|PIERCE|OUTSIDE_IN|POINT|CROSS|0|1|mage:c2:b1|mage:c2:b1|2|v2:915f49b8f2c46e0a|G13_PIERCE_OUTSIDE_IN|LOW|COMBO|G13_PIERCE_OUTSIDE_IN:LOW:COMBO~ANTICIPATION:2:7:-1:0:0:33:31:0:-1:3~PRIMARY:0:0:-1:-2:-1:30:30:-2:1:2~CONTACT:1:7:-1:0:0:32:31:1:-1:3~DEBRIS:2:0:0:-1:-1:31:30:1:1:2~RESIDUAL:1:0:0:0:-1:33:30:0:1:2~FINISHER_RING:0:3:2:-1:0:31:32:-1:-1:3~FINISHER_ECHO:2:5:3:-1:-1:31:30:-2:-1:3~WARRIOR_ACCENT:1:7:-1:-2:0:30:31:-2:-1:3|ANTICIPATION,2,7,-9,1.08,-0.0020000003,-0.008,0.9869999,0.94,0.0,-1.0,0.92,,3,0,LEADING_EDGE;PRIMARY,0,0,-6,0.92,-0.042,-0.026,0.893,0.893,-9.0,1.0,0.92,,2,2,TARGET;CONTACT,1,7,-11,0.96000004,-0.0049600005,-0.0054400004,0.96349996,0.94,6.96,-1.0,1.0,,3,4,TARGET;DEBRIS,2,0,3,0.96000004,-0.02804,-0.024559999,0.9165,0.893,6.54,1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,1,0,4,0.92,0.00196,-0.024559999,0.9869999,0.893,0.53999996,1.0,0.96000004,,2,1,GROUND;FINISHER_RING,0,3,14,0.92,-0.01496,0.0035599992,0.94,0.96349996,-5.04,-1.0,0.96000004,,3,6,ORBIT;FINISHER_ECHO,2,5,18,1.04,-0.02496,-0.02344,0.9165,0.893,-8.04,-1.0,1.04,,3,7,ORBIT;WARRIOR_ACCENT,1,7,-6,0.96000004,-0.038039997,-0.00656,0.893,0.94,-8.46,-1.0,1.0,,3,3,TARGET|ICE|20,22,25,33|260,450,600,720|260,450,600,720|260:0:20;450:1:22;600:2:25;720:3:33|2131034392|2131034391,2131034392|2131034309|2131034509,2131034509,2131034509|2131034510,2131034510,2131034510|||||4|4|3|2
mage_t03_c03|MAGE|15|2|삼중 낙뢰|AUTHORED_CLASS:MAGE:RUPTURE|VOLLEY|TOP_TO_BOTTOM|POINT|RUPTURE|0|2|mage:c3:b1|mage:c3:b1|2|v2:b0d601572abb300a|G18_VOLLEY_TOP_TO_BOTTOM|LOW|COMBO|G18_VOLLEY_TOP_TO_BOTTOM:LOW:COMBO~ANTICIPATION:0:6:-5:-1:-2:31:31:0:1:2~PRIMARY:0:0:1:-1:-2:31:30:-1:1:2~CONTACT:1:0:0:0:-2:32:30:-1:1:2~DEBRIS:1:2:-1:-1:-1:31:31:0:1:2~RESIDUAL:0:4:4:-1:0:31:33:0:1:2~FINISHER_RING:1:1:3:0:-1:32:31:-1:-1:3~FINISHER_ECHO:0:1:3:-1:-1:31:31:0:-1:3~WARRIOR_ACCENT:0:4:-1:-2:0:30:33:-1:1:2|ANTICIPATION,0,6,-32,0.96000004,-0.024,-0.031,0.9165,0.9165,2.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,0,0,6,1.04,-0.024,-0.04,0.9165,0.893,-4.0,1.0,1.04,,2,2,TARGET;CONTACT,1,0,-3,0.92,4.79999E-4,-0.032959998,0.96349996,0.893,-4.76,1.0,0.96000004,,2,4,TARGET;DEBRIS,1,2,-7,0.92,-0.01148,-0.01804,0.94,0.94,0.26000023,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,0,4,26,0.92,-0.01148,-4.0000305E-5,0.94,0.9869999,0.26000023,1.0,0.92,,2,1,GROUND;FINISHER_RING,1,1,18,0.92,4.79999E-4,-0.02396,0.96349996,0.9165,-4.76,-1.0,0.92,,3,6,ORBIT;FINISHER_ECHO,0,1,22,1.0,-0.01952,-0.02396,0.9165,0.9165,-1.7600002,-1.0,1.04,,3,7,ORBIT;WARRIOR_ACCENT,0,4,-6,0.92,-0.03148,-4.0000305E-5,0.893,0.9869999,-5.74,1.0,0.96000004,,2,3,TARGET|LIGHTNING|28,32,40|140,300,520|140,300,520|140:0:28;300:1:32;520:2:40|2131034398|2131034397,2131034398|2131034311|2131034512,2131034512,2131034512|2131034513,2131034513,2131034513|||||4|3|3|1
mage_t04_c04|MAGE|20|3|비전 충격|AUTHORED_CLASS:MAGE:CROSS|BURST|CENTER_OUT|RING|CROSS|0|3|mage:c4:b1|mage:c4:b1|2|v2:a9c75d6610cb1c6b|G03_BURST_CENTER_OUT|LOW|DOUBLE|G03_BURST_CENTER_OUT:LOW:DOUBLE~ANTICIPATION:0:3:-3:1:1:33:32:0:-1:2~PRIMARY:1:4:-3:0:2:31:33:3:1:2~CONTACT:1:1:-1:1:0:33:31:1:-1:2~DEBRIS:1:2:-1:1:0:32:31:3:1:2~RESIDUAL:0:4:4:-1:1:30:33:1:1:2~FINISHER_RING:0:6:1:1:0:32:31:1:1:2~FINISHER_ECHO:1:7:6:0:0:31:31:3:-1:2~WARRIOR_ACCENT:0:4:0:0:1:31:33:0:1:2|ANTICIPATION,0,3,-22,1.0,0.02,0.021,0.9869999,0.96349996,0.0,-1.0,1.04,,2,0,LEADING_EDGE;PRIMARY,1,4,-20,1.04,0.0,0.03,0.94,0.9869999,15.0,1.0,1.04,,2,2,TARGET;CONTACT,1,1,-8,0.96000004,0.02,-8.399999E-4,0.9869999,0.9165,3.12,-1.0,1.0,,2,4,TARGET;DEBRIS,1,2,-6,1.0,0.01,0.00984,0.96349996,0.94,16.380001,1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,0,4,24,0.92,-0.02,0.02784,0.893,0.9869999,7.38,1.0,0.96000004,,2,1,GROUND;FINISHER_RING,0,6,8,1.0,0.01,-8.399999E-4,0.96349996,0.9165,6.12,1.0,1.0,,2,6,ORBIT;FINISHER_ECHO,1,7,36,0.92,-0.01,0.00816,0.9165,0.94,15.12,-1.0,0.92,,2,7,ORBIT;WARRIOR_ACCENT,0,4,0,0.96000004,0.0,0.02784,0.94,0.9869999,-1.6199999,1.0,0.96000004,,2,3,TARGET|ARCANE|48,52|220,780|220,780|220:0:48;780:1:52|2131034374|2131034373,2131034374|2131034313|2131034500,2131034500,2131034500|2131034501,2131034501,2131034501|||||4|3|3|1
mage_t05_c01|MAGE|25|0|용암 분출|AUTHORED_CLASS:MAGE:RUPTURE|ASCEND|BOTTOM_TO_TOP|FRACTURE|RUPTURE|1|0|mage:c1:b2|mage:c1:b2|2|v2:89e5e45dd0b9e0c8|G01_ASCEND_BOTTOM_TO_TOP|LOW|COMBO|G01_ASCEND_BOTTOM_TO_TOP:LOW:COMBO~ANTICIPATION:1:1:-5:-1:1:30:31:-3:-1:3~PRIMARY:1:4:-1:0:2:31:33:-1:1:2~CONTACT:0:5:-2:-1:0:30:30:0:-1:3~DEBRIS:1:4:5:1:2:33:33:-3:1:2~RESIDUAL:2:5:6:0:0:31:30:0:-1:3~FINISHER_RING:2:6:5:0:0:31:31:-2:1:2~FINISHER_ECHO:0:0:5:0:0:31:30:1:1:2~WARRIOR_ACCENT:2:5:-3:0:0:31:30:1:-1:3|ANTICIPATION,1,1,-34,1.04,-0.02,0.013,0.893,0.9165,-13.0,-1.0,1.04,,3,0,LEADING_EDGE;PRIMARY,1,4,-6,0.92,-0.01,0.04,0.9165,0.9869999,-4.0,1.0,0.96000004,,2,2,TARGET;CONTACT,0,5,-15,1.08,-0.02,-0.003039999,0.893,0.893,1.2399998,-1.0,0.92,,3,4,TARGET;DEBRIS,1,4,32,1.04,0.02,0.03604,0.9869999,0.9869999,-14.74,1.0,1.04,,2,5,TRAILING_EDGE;RESIDUAL,2,5,38,1.04,0.0,4.0000305E-5,0.94,0.893,0.26000023,-1.0,1.04,,3,1,GROUND;FINISHER_RING,2,6,34,0.92,-0.01,0.0059600007,0.9165,0.9165,-10.76,1.0,0.92,,2,6,ORBIT;FINISHER_ECHO,0,0,34,1.0,-0.01,-0.003039999,0.9165,0.893,4.24,1.0,1.0,,2,7,ORBIT;WARRIOR_ACCENT,2,5,-22,0.92,-0.01,4.0000305E-5,0.9165,0.893,3.2600002,-1.0,0.96000004,,3,3,TARGET|FIRE|28,32,40|140,300,520|140,300,520|140:0:28;300:1:32;520:2:40|2131034386|2131034385,2131034386|2131034307|2131034506,2131034506,2131034506|2131034507,2131034507,2131034507|2131034306||||5|4|3|1
mage_t06_c04|MAGE|30|3|공간 절단|AUTHORED_CLASS:MAGE:RUPTURE|CUT|LEFT_TO_RIGHT|EDGE|RUPTURE|1|1|mage:c4:b2|mage:c4:b2|2|v2:639d460da67127d9|G08_CUT_LEFT_TO_RIGHT|LOW|SINGLE|G08_CUT_LEFT_TO_RIGHT:LOW:SINGLE~ANTICIPATION:0:0:0:-1:-1:31:30:-2:1:1~PRIMARY:0:6:-1:-1:0:31:31:1:1:1~CONTACT:2:1:2:1:0:33:31:0:-1:1~DEBRIS:0:4:3:-2:1:30:33:0:1:1~RESIDUAL:1:7:3:-1:0:31:31:-1:-1:1~FINISHER_RING:2:3:5:-1:1:30:32:-2:-1:1~FINISHER_ECHO:2:3:3:-1:1:30:32:-2:-1:1~WARRIOR_ACCENT:2:1:-1:0:0:33:31:0:-1:1|ANTICIPATION,0,0,-2,0.92,-0.024,-0.011999999,0.9165,0.893,-11.0,1.0,0.92,,1,0,LEADING_EDGE;PRIMARY,0,6,-10,0.96000004,-0.024,-0.0029999996,0.9165,0.9165,4.0,1.0,0.96000004,,1,2,TARGET;CONTACT,2,1,12,1.0,0.010479999,-0.0049199997,0.9869999,0.9165,-0.4000001,-1.0,1.04,,1,4,TARGET;DEBRIS,0,4,19,0.96000004,-0.03148,0.02292,0.893,0.9869999,1.9000001,1.0,1.0,,1,5,TRAILING_EDGE;RESIDUAL,1,7,20,0.92,-0.01148,0.00492,0.94,0.94,-7.1,-1.0,0.92,,1,1,GROUND;FINISHER_RING,2,3,32,0.92,-0.029520001,0.013079999,0.893,0.96349996,-12.4,-1.0,0.96000004,,1,6,ORBIT;FINISHER_ECHO,2,3,20,0.92,-0.029520001,0.013079999,0.893,0.96349996,-9.4,-1.0,0.92,,1,7,ORBIT;WARRIOR_ACCENT,2,1,-10,0.92,0.00852,-0.0040799994,0.9869999,0.9165,-1.0999999,-1.0,0.96000004,,1,3,TARGET|ARCANE|100|580|580|580:0:100|2131034374|2131034373,2131034374|2131034313|2131034500,2131034500,2131034500|2131034501,2131034501,2131034501|2131034312||||5|4|3|1
mage_t07_c02|MAGE|35|1|서리 폭풍|AUTHORED_CLASS:MAGE:CONVERGE|SPIN|CLOCKWISE|RING|CONVERGE|1|2|mage:c2:b2|mage:c2:b2|2|v2:44ec011678647c82|G15_SPIN_CLOCKWISE|LOW|SINGLE|G15_SPIN_CLOCKWISE:LOW:SINGLE~ANTICIPATION:2:0:-2:1:0:33:30:2:1:1~PRIMARY:0:3:-2:0:1:31:32:2:-1:1~CONTACT:0:3:-1:-1:1:30:32:1:-1:1~DEBRIS:2:6:3:-1:0:30:31:2:1:1~RESIDUAL:0:6:4:0:0:31:31:4:1:1~FINISHER_RING:0:1:4:0:0:31:31:4:-1:1~FINISHER_ECHO:0:0:3:0:0:31:30:1:1:1~WARRIOR_ACCENT:0:1:-4:1:0:33:31:4:-1:1|ANTICIPATION,2,0,-16,0.92,0.02,-0.003999999,0.9869999,0.893,9.0,1.0,0.92,,1,0,LEADING_EDGE;PRIMARY,0,3,-16,0.92,0.0,0.023,0.94,0.96349996,9.0,-1.0,0.92,,1,2,TARGET;CONTACT,0,3,-10,1.0,-0.02,0.018520001,0.893,0.96349996,3.2399998,-1.0,1.0,,1,4,TARGET;DEBRIS,2,6,18,0.92,-0.02,0.0024800003,0.893,0.9165,8.76,1.0,0.92,,1,5,TRAILING_EDGE;RESIDUAL,0,6,26,1.04,-0.01,0.0024800003,0.9165,0.9165,17.76,1.0,1.04,,1,1,GROUND;FINISHER_RING,0,1,24,1.04,-0.01,5.2000117E-4,0.9165,0.9165,21.24,-1.0,1.04,,1,6,ORBIT;FINISHER_ECHO,0,0,20,0.92,-0.01,-0.008479998,0.9165,0.893,6.24,1.0,0.92,,1,7,ORBIT;WARRIOR_ACCENT,0,1,-24,1.0,0.02,0.0024800003,0.9869999,0.9165,17.76,-1.0,1.0,,1,3,TARGET|ICE|100|520|520|520:0:100|2131034391|2131034391,2131034392|2131034309|2131034509,2131034509,2131034509|2131034510,2131034510,2131034510|2131034308||||5|4|3|1
mage_t08_c03|MAGE|40|2|사방 낙뢰|AUTHORED_CLASS:MAGE:FOCUS|BURST|CENTER_OUT|RING|FOCUS|1|3|mage:c3:b2|mage:c3:b2|2|v2:c59af2e67d560fff|G03_BURST_CENTER_OUT|LOW|COMBO|G03_BURST_CENTER_OUT:LOW:COMBO~ANTICIPATION:0:5:0:0:0:31:30:0:-1:3~PRIMARY:1:4:0:1:2:32:33:1:1:2~CONTACT:0:6:-3:1:0:33:31:1:1:2~DEBRIS:2:2:1:-1:0:30:31:0:1:2~RESIDUAL:0:3:2:0:1:31:32:3:-1:3~FINISHER_RING:0:3:2:1:1:33:32:1:-1:3~FINISHER_ECHO:2:5:6:1:0:33:30:1:-1:3~WARRIOR_ACCENT:0:1:2:-1:0:30:31:1:-1:3|ANTICIPATION,0,5,2,1.04,0.0,-0.005999999,0.94,0.893,0.0,-1.0,1.04,,3,0,LEADING_EDGE;PRIMARY,1,4,4,1.0,0.01,0.03,0.96349996,0.9869999,3.0,1.0,1.04,,2,2,TARGET;CONTACT,0,6,-20,1.04,0.02,-8.399999E-4,0.9869999,0.9165,3.12,1.0,1.04,,2,4,TARGET;DEBRIS,2,2,6,1.08,-0.02,0.00984,0.893,0.94,1.3800001,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,0,3,16,0.96000004,0.0,0.01884,0.94,0.96349996,13.38,-1.0,1.0,,3,1,GROUND;FINISHER_RING,0,3,16,0.92,0.02,0.017159998,0.9869999,0.96349996,3.12,-1.0,0.96000004,,3,6,ORBIT;FINISHER_ECHO,2,5,36,1.08,0.02,-0.0098399995,0.9869999,0.893,3.12,-1.0,0.92,,3,7,ORBIT;WARRIOR_ACCENT,0,1,12,1.0,-0.02,8.400008E-4,0.893,0.9165,7.38,-1.0,1.04,,3,3,TARGET|LIGHTNING|20,22,25,33|120,250,390,580|120,250,390,580|120:0:20;250:1:22;390:2:25;580:3:33|2131034397|2131034397,2131034398|2131034311|2131034512,2131034512,2131034512|2131034513,2131034513,2131034513|2131034310||||5|4|3|2
mage_t09_c05|MAGE|45|4|유성우|AUTHORED_CLASS:MAGE:RUPTURE|VOLLEY|TOP_TO_BOTTOM|POINT|RUPTURE|2|0|mage:c5:b3|mage:c5:b3|2|v2:11bb36c9c7da0dc0|G18_VOLLEY_TOP_TO_BOTTOM|MID|COMBO|G18_VOLLEY_TOP_TO_BOTTOM:MID:COMBO~ANTICIPATION:1:1:0:-1:-2:33:33:-3:-1:3~PRIMARY:0:2:-3:-1:-1:33:33:-3:1:2~CONTACT:2:5:0:-1:-2:32:32:0:-1:3~DEBRIS:1:7:2:-2:-1:32:33:-2:-1:3~RESIDUAL:0:1:2:0:-1:35:33:-3:-1:3~FINISHER_RING:1:4:3:0:0:33:35:0:1:2~FINISHER_ECHO:2:7:2:-1:-1:32:33:-2:-1:3~WARRIOR_ACCENT:1:5:-1:0:-2:34:32:-1:-1:3|ANTICIPATION,1,1,0,0.96000004,-0.014,-0.031,1.0,0.97499996,-16.0,-1.0,1.0,,3,0,LEADING_EDGE;PRIMARY,0,2,-18,1.08,-0.014,-0.022,1.0,1.0,-16.0,1.0,0.92,,2,2,TARGET;CONTACT,2,5,5,0.96000004,-0.029520001,-0.032959998,0.95,0.95,1.2399998,-1.0,1.0,,3,4,TARGET;DEBRIS,1,7,17,0.96000004,-0.03148,-0.01804,0.95,1.0,-11.74,-1.0,1.0,,3,5,TRAILING_EDGE;RESIDUAL,0,1,14,0.92,0.00852,-0.02704,1.05,0.97499996,-14.74,-1.0,0.92,,3,1,GROUND;FINISHER_RING,1,4,22,1.04,-0.009520001,0.003039999,1.0,1.05,1.2399998,1.0,1.04,,2,6,ORBIT;FINISHER_ECHO,2,7,14,1.08,-0.029520001,-0.01496,0.95,1.0,-10.76,-1.0,0.92,,3,7,ORBIT;WARRIOR_ACCENT,1,5,-6,0.92,-0.0014800001,-0.03604,1.025,0.95,-5.74,-1.0,0.96000004,,3,3,TARGET|COSMIC|20,22,25,33|260,450,600,720|260,450,600,720|260:0:20;450:1:22;600:2:25;720:3:33|2131034382|2131034381,2131034382|2131034315|2131034503,2131034503,2131034503|2131034504,2131034504,2131034504|2131034314||||5|4|3|2
mage_t10_c04|MAGE|50|3|공간 왜곡파|AUTHORED_CLASS:MAGE:RUPTURE|COLLAPSE|OUTSIDE_IN|RING|RUPTURE|2|1|mage:c4:b3|mage:c4:b3|2|v2:c7f205466a03d773|G06_COLLAPSE_OUTSIDE_IN|MID|DOUBLE|G06_COLLAPSE_OUTSIDE_IN:MID:DOUBLE~ANTICIPATION:2:5:-5:1:-2:35:32:3:-1:2~PRIMARY:2:4:-2:1:0:34:35:5:1:2~CONTACT:2:6:-2:-1:-1:32:33:0:1:2~DEBRIS:2:3:3:-1:0:32:34:2:-1:2~RESIDUAL:1:5:0:0:-2:33:32:1:-1:2~FINISHER_RING:1:7:6:-1:-1:32:33:0:-1:2~FINISHER_ECHO:2:2:6:0:-1:33:33:3:1:2~WARRIOR_ACCENT:1:4:-3:1:0:35:35:3:1:2|ANTICIPATION,2,5,-30,1.08,0.02,-0.038,1.05,0.95,17.0,-1.0,0.92,,2,0,LEADING_EDGE;PRIMARY,2,4,-16,1.08,0.01,-0.0020000003,1.025,1.05,23.0,1.0,0.92,,2,2,TARGET;CONTACT,2,6,-13,0.92,-0.02,-0.022599999,0.95,0.97499996,0.52000046,1.0,0.96000004,,2,4,TARGET;DEBRIS,2,3,22,0.96000004,-0.02,-0.0074000005,0.95,1.025,11.48,-1.0,0.96000004,,2,5,TRAILING_EDGE;RESIDUAL,1,5,2,0.92,-0.01,-0.0344,0.97499996,0.95,5.4799995,-1.0,0.92,,2,1,GROUND;FINISHER_RING,1,7,41,1.08,-0.02,-0.0136,0.95,1.0,0.52000046,-1.0,0.92,,2,6,ORBIT;FINISHER_ECHO,2,2,41,1.04,-0.01,-0.0136,0.97499996,1.0,12.52,1.0,1.04,,2,7,ORBIT;WARRIOR_ACCENT,1,4,-20,1.0,0.02,0.0015999991,1.05,1.05,14.48,1.0,1.0,,2,3,TARGET|ARCANE|48,52|330,650|330,650|330:0:48;650:1:52|2131034376|2131034375,2131034376|2131034313|2131034500,2131034500,2131034500|2131034501,2131034501,2131034501|2131034312||||5|4|3|1
mage_t11_c01|MAGE|55|0|지옥불 구체|AUTHORED_CLASS:MAGE:CROSS|SHOT|OUTSIDE_IN|POINT|CROSS|2|2|mage:c1:b3|mage:c1:b3|2|v2:2deb65c2d4378af0|G14_SHOT_OUTSIDE_IN|MID|COMBO|G14_SHOT_OUTSIDE_IN:MID:COMBO~ANTICIPATION:0:6:-6:1:-1:33:33:0:1:2~PRIMARY:1:1:-4:0:-1:32:33:1:-1:3~CONTACT:1:4:2:2:1:35:35:0:1:2~DEBRIS:1:5:4:1:-1:34:32:2:-1:3~RESIDUAL:1:7:3:0:0:32:33:1:-1:3~FINISHER_RING:0:2:4:0:0:33:33:2:1:2~FINISHER_ECHO:1:1:7:1:-1:34:33:2:-1:3~WARRIOR_ACCENT:0:2:-2:2:0:35:33:1:1:2|ANTICIPATION,0,6,-38,1.04,0.024,-0.015,1.0,0.97499996,1.0,1.0,1.04,,2,0,LEADING_EDGE;PRIMARY,1,1,-28,0.92,0.0040000007,-0.015,0.95,0.97499996,4.0,-1.0,0.92,,3,2,TARGET;CONTACT,1,4,16,0.92,0.03632,0.01392,1.05,1.05,-0.27999997,1.0,0.92,,2,4,TARGET;DEBRIS,1,5,29,0.96000004,0.02968,-0.02292,1.025,0.95,12.28,-1.0,1.0,,3,5,TRAILING_EDGE;RESIDUAL,1,7,18,0.96000004,-3.199987E-4,-0.00492,0.95,1.0,3.28,-1.0,0.96000004,,3,1,GROUND;FINISHER_RING,0,2,26,0.96000004,0.0063199997,-0.00408,0.97499996,1.0,11.72,1.0,1.0,,2,6,ORBIT;FINISHER_ECHO,1,1,42,0.96000004,0.02632,-0.013079999,1.025,0.97499996,11.72,-1.0,0.96000004,,3,7,ORBIT;WARRIOR_ACCENT,0,2,-12,0.96000004,0.03968,-0.00492,1.05,1.0,6.2799997,1.0,0.96000004,,2,3,TARGET|FIRE|28,32,40|180,430,720|180,430,720|180:0:28;430:1:32;720:2:40|2131034388|2131034387,2131034388|2131034307|2131034506,2131034506,2131034506|2131034507,2131034507,2131034507|2131034306||||5|3|3|1
mage_t12_c02|MAGE|60|1|절대영도 파열|AUTHORED_CLASS:MAGE:RUPTURE|BURST|CENTER_OUT|RING|RUPTURE|2|3|mage:c2:b3|mage:c2:b3|2|v2:ad0340506c77313a|G03_BURST_CENTER_OUT|MID|DOUBLE|G03_BURST_CENTER_OUT:MID:DOUBLE~ANTICIPATION:2:2:-4:0:1:33:33:4:1:2~PRIMARY:0:1:-4:1:0:34:33:4:-1:2~CONTACT:1:5:3:-1:0:32:32:1:-1:2~DEBRIS:0:6:-3:1:0:35:33:2:1:2~RESIDUAL:2:3:0:-1:1:32:34:0:-1:2~FINISHER_RING:1:7:1:1:0:35:33:-1:-1:2~FINISHER_ECHO:1:0:2:-1:0:32:32:1:1:2~WARRIOR_ACCENT:0:2:-2:-1:0:32:33:3:1:2|ANTICIPATION,2,2,-26,1.0,-0.01,0.012,0.97499996,1.0,18.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,0,1,-24,1.0,0.01,0.0030000005,1.025,0.97499996,18.0,-1.0,1.04,,2,2,TARGET;CONTACT,1,5,20,1.08,-0.02,-0.0098399995,0.95,0.95,6.12,-1.0,0.92,,2,4,TARGET;DEBRIS,0,6,-18,1.04,0.02,8.400008E-4,1.05,0.97499996,10.38,1.0,1.04,,2,5,TRAILING_EDGE;RESIDUAL,2,3,0,1.0,-0.02,0.01884,0.95,1.025,-1.6199999,-1.0,1.04,,2,1,GROUND;FINISHER_RING,1,7,8,1.04,0.02,0.00816,1.05,1.0,-2.88,-1.0,1.04,,2,6,ORBIT;FINISHER_ECHO,1,0,12,1.08,-0.02,-0.0098399995,0.95,0.95,6.12,1.0,0.92,,2,7,ORBIT;WARRIOR_ACCENT,0,2,-12,0.92,-0.02,0.00984,0.95,1.0,13.38,1.0,0.96000004,,2,3,TARGET|ICE|48,52|330,650|330,650|330:0:48;650:1:52|2131034394|2131034393,2131034394|2131034309|2131034509,2131034509,2131034509|2131034510,2131034510,2131034510|2131034308||||5|4|3|1
